CustomerID,Age,Gender,IncomeLevel,Occupation,GeographicLocation,AccountType,NumberOfAccounts,AverageBalance,TransactionVolume,DepositPatterns,SpendingPatterns,ChannelUsage,EngagementFrequency,ServiceUsage,RevenueContribution,CostToServe,LifetimeValue,ChurnRate,CreditScore,LoanRepaymentHistory,DebtToIncomeRatio,AgeGroup,IncomeGroup,HighValueCustomer,TransactionToBalanceRatio,DebtToIncomeCategory,ChurnRiskCategory,Cluster
973,25,Female,28724,Professional,South,Savings,3,48939,60,6784,9053,Online,24,Yes,18714,3097,95926,0.7242130258056901,442,Good,0.3223789502199193,18-30,20K-40K,True,0.0012260160608103,21-40%,High,1
974,66,Male,25084,Self-Employed,South,Savings,3,41475,208,4257,4316,Mobile,11,No,19901,4971,32288,0.4478711646499782,781,Poor,0.1581829099887741,61-70,20K-40K,False,0.0050150693188667,0-20%,Medium,1
975,52,Male,54810,Student,Central,Savings,3,40811,39,2018,8306,Online,10,Yes,2547,418,66011,0.212407842555489,390,Good,0.4352348941021564,51-60,40K-60K,True,0.0009556247090245,41-60%,Low,1
978,64,Male,102297,Self-Employed,West,Savings,4,22643,242,8408,1805,Branch,20,No,19203,1935,54784,0.4326740012371449,705,Poor,0.2897179461169215,61-70,100K-150K,True,0.0106876297310427,21-40%,Medium,1
979,39,Male,145099,Retired,Central,Savings,4,30980,105,2657,8183,Online,5,No,17067,1561,69869,0.5221322469782698,723,Poor,0.6837184845397855,31-40,100K-150K,True,0.0033892834086507,61-80%,Medium,1
984,31,Female,88843,Professional,East,Savings,3,26342,5,6793,1433,Mobile,22,No,3025,937,53069,0.1246996296746454,623,Average,0.8111455090646678,31-40,80K-100K,True,0.0001898109482954,81-100%,Very Low,1
986,19,Female,118104,Unemployed,South,Checking,3,37683,220,4379,5889,Mobile,15,Yes,6784,4541,94719,0.1569105433609793,498,Poor,0.1194658037083188,18-30,100K-150K,True,0.0058381763660005,0-20%,Very Low,1
988,43,Male,37167,Self-Employed,East,Savings,4,41708,144,7260,745,Online,26,No,11548,3651,25114,0.5191385952529005,647,Poor,0.3378712343140806,41-50,20K-40K,False,0.0034525750455548,21-40%,Medium,1
989,31,Male,107844,Unemployed,West,Savings,4,29161,401,3213,2916,Branch,14,No,5381,1760,28374,0.9768007850444002,735,Good,0.3994730631647964,31-40,100K-150K,False,0.0137512430986591,21-40%,Very High,1
990,68,Male,137067,Unemployed,West,Checking,4,39633,415,9615,3568,Online,4,No,5555,3978,1682,0.481511684210405,645,Good,0.5774752122320358,61-70,100K-150K,False,0.0104710720863926,41-60%,Medium,1
991,24,Female,109751,Student,East,Savings,4,18181,280,8807,2921,Branch,12,No,18050,3407,72922,0.3850745901797205,577,Average,0.1482644730585935,18-30,100K-150K,True,0.0154006930311864,0-20%,Low,1
993,64,Male,97331,Self-Employed,West,Savings,3,21040,116,3248,1280,Branch,17,Yes,18905,4172,13751,0.2329735927099744,502,Poor,0.1837301538936447,61-70,80K-100K,False,0.0055133079847908,0-20%,Low,1
994,40,Female,100520,Professional,Central,Checking,4,23736,247,4987,4389,Mobile,16,No,14078,3016,48790,0.9318762746317932,363,Poor,0.1198362643779157,31-40,100K-150K,False,0.0104061341422312,0-20%,Very High,1
995,63,Female,78326,Self-Employed,West,Checking,4,10851,489,2986,7774,Branch,15,Yes,16862,3831,60922,0.9352222908394568,300,Good,0.0221641345067878,61-70,60K-80K,True,0.0450649709704174,0-20%,Very High,1
996,60,Female,97670,Retired,North,Checking,4,33805,358,7390,7851,Online,8,No,15254,2203,13195,0.67616712723462,526,Poor,0.927557859095286,51-60,80K-100K,False,0.0105901493861854,81-100%,High,1
1000,55,Female,44022,Retired,North,Savings,3,32558,107,7617,2690,Branch,2,Yes,10045,2114,68076,0.9958490455072488,479,Good,0.4672406566283973,51-60,40K-60K,True,0.0032864426561828,41-60%,Very High,1
1001,52,Female,104458,Retired,South,Savings,4,31961,409,767,8304,Online,23,No,5666,4892,69911,0.0521061159019231,686,Good,0.0480646265323444,51-60,100K-150K,True,0.0127968461562529,0-20%,Very Low,1
1009,34,Female,111797,Self-Employed,South,Checking,3,38066,335,148,4636,Branch,9,No,16267,848,99979,0.5899516615288866,745,Good,0.0412709042918099,31-40,100K-150K,True,0.0088005043871171,0-20%,Medium,1
1010,56,Female,64361,Retired,Central,Checking,4,47567,261,5047,9597,Branch,8,No,9212,4876,25731,0.4325804580637652,418,Good,0.5546483747112431,51-60,60K-80K,False,0.0054869972880358,41-60%,Medium,1
1011,39,Female,87158,Unemployed,East,Checking,4,4475,398,9717,243,Online,7,Yes,17514,2072,65008,0.3318005138246059,388,Poor,0.2643006134657448,31-40,80K-100K,True,0.0889385474860335,21-40%,Low,1
1015,34,Male,38316,Self-Employed,South,Checking,3,46830,78,3927,3223,Branch,29,Yes,1859,4749,36498,0.5377934251188291,462,Average,0.7532152755840861,31-40,20K-40K,False,0.001665598975016,61-80%,Medium,1
1016,30,Male,28699,Student,West,Savings,3,46673,371,1393,7996,Online,12,No,11400,3489,80211,0.9325779466708104,760,Average,0.869725741851058,18-30,20K-40K,True,0.0079489212178347,81-100%,Very High,1
1018,42,Male,147441,Self-Employed,Central,Checking,4,41065,135,7008,2742,Branch,13,Yes,16342,1724,49591,0.4519828391206444,674,Poor,0.3434813308563769,41-50,100K-150K,False,0.0032874710824302,21-40%,Medium,1
1021,20,Female,120960,Professional,South,Checking,4,16169,421,598,2735,Mobile,2,No,15796,2640,85276,0.9019425919958988,369,Good,0.5589943815721543,18-30,100K-150K,True,0.0260374791267239,41-60%,Very High,1
1023,62,Male,36673,Unemployed,East,Checking,3,3462,211,586,552,Online,13,Yes,4937,3804,65557,0.1944218857220193,699,Poor,0.9065378315940728,61-70,20K-40K,True,0.060947429231658,81-100%,Very Low,1
1024,35,Male,43395,Professional,Central,Savings,3,20616,139,7679,7012,Online,11,Yes,2246,828,58606,0.1291683265986449,829,Poor,0.5134549742452633,31-40,40K-60K,True,0.0067423360496701,41-60%,Very Low,1
1027,64,Male,104749,Student,West,Checking,4,25430,123,5840,4795,Mobile,7,Yes,4094,823,41499,0.4715901072349795,393,Poor,0.2876439308865026,61-70,100K-150K,False,0.0048368069209594,21-40%,Medium,1
1029,51,Female,149647,Self-Employed,Central,Savings,4,31285,169,4887,5793,Branch,27,No,5348,1749,97272,0.2641050899096601,849,Good,0.9381456688995016,51-60,100K-150K,True,0.0054019498162058,81-100%,Low,1
1030,64,Female,140650,Professional,South,Savings,4,33014,353,7432,1331,Branch,7,Yes,9355,1409,52320,0.4300898989208712,450,Average,0.3977649459420584,61-70,100K-150K,True,0.010692433513055,21-40%,Medium,1
1031,25,Female,106732,Professional,West,Checking,3,22214,158,4209,4679,Mobile,29,No,9575,1947,31279,0.3524128023208628,574,Good,0.5274643593157476,18-30,100K-150K,False,0.0071126316737192,41-60%,Low,1
1032,57,Male,76416,Self-Employed,East,Savings,3,30392,351,7836,7336,Branch,3,No,12295,531,84608,0.7437342965070778,371,Average,0.8680259864081561,51-60,60K-80K,True,0.0115490918662806,81-100%,High,1
1034,61,Male,28758,Retired,West,Checking,3,34230,428,1204,5908,Online,3,Yes,2933,1710,88883,0.4460243944238796,691,Average,0.911418750813498,61-70,20K-40K,True,0.0125036517674554,81-100%,Medium,1
1035,36,Male,87009,Professional,South,Savings,4,20347,47,9169,3606,Mobile,1,No,378,3922,55304,0.6537656379497448,457,Average,0.5029196009978909,31-40,80K-100K,True,0.0023099228387477,41-60%,High,1
1038,54,Female,134268,Professional,East,Checking,3,11170,48,969,1949,Branch,14,Yes,6324,1293,64139,0.759364921314327,534,Poor,0.0360574891933925,51-60,100K-150K,True,0.004297224709042,0-20%,High,1
1040,69,Female,38371,Self-Employed,South,Savings,3,33348,459,5485,1869,Branch,11,No,1614,4402,98895,0.8318685940294517,451,Good,0.3856095571799049,61-70,20K-40K,True,0.0137639438646995,21-40%,Very High,1
1044,23,Female,39644,Self-Employed,Central,Savings,4,23267,222,731,5162,Online,8,Yes,5437,1619,35739,0.8268234551256595,766,Poor,0.7020973553036585,18-30,20K-40K,False,0.0095414105815102,61-80%,Very High,1
1047,39,Female,108659,Retired,West,Checking,4,1623,317,8821,2925,Online,6,Yes,5677,4366,21114,0.5220100827100065,811,Poor,0.42426978672248,31-40,100K-150K,False,0.195317313616759,41-60%,Medium,1
1048,38,Male,34281,Unemployed,West,Checking,3,35227,368,6659,2935,Branch,20,Yes,12827,2359,18006,0.3817824660712376,466,Good,0.5102437700834068,31-40,20K-40K,False,0.0104465324892837,41-60%,Low,1
1050,23,Female,42289,Self-Employed,West,Savings,4,40798,282,661,7916,Online,19,No,13069,2194,20236,0.556629796796056,686,Poor,0.6863731088439003,18-30,40K-60K,False,0.0069121035344869,61-80%,Medium,1
1054,28,Male,127508,Unemployed,North,Savings,3,32327,159,7272,8923,Mobile,14,Yes,19090,959,65803,0.0135316339505288,411,Average,0.8233579808098257,18-30,100K-150K,True,0.0049184891886039,81-100%,Very Low,1
1057,41,Male,114682,Unemployed,West,Savings,4,30764,122,6975,2450,Online,16,Yes,10804,2635,43937,0.3180973900683453,424,Average,0.3487612243839676,41-50,100K-150K,False,0.0039656741646079,21-40%,Low,1
1058,26,Female,69769,Self-Employed,Central,Checking,3,48849,471,5242,291,Branch,20,No,11829,3873,24046,0.8027692048092625,589,Poor,0.6023255570668972,18-30,60K-80K,False,0.0096419578701713,61-80%,Very High,1
1059,20,Male,49312,Professional,Central,Checking,4,24618,312,5179,5904,Online,2,Yes,3255,2059,28326,0.9095742866203286,335,Poor,0.6070802778181332,18-30,40K-60K,False,0.0126736534243236,61-80%,Very High,1
1062,57,Female,24257,Unemployed,West,Savings,4,34911,213,3332,6949,Mobile,18,No,7042,653,70003,0.0112018507326228,634,Good,0.1358866394185536,51-60,20K-40K,True,0.0061012288390478,0-20%,Very Low,1
1063,54,Female,35846,Student,Central,Checking,4,40312,353,3244,6093,Online,10,Yes,19938,4752,92039,0.4218758344252585,746,Good,0.3951853292945069,51-60,20K-40K,True,0.0087566977574915,21-40%,Medium,1
1064,53,Female,42483,Unemployed,North,Checking,4,10615,411,9412,2351,Branch,23,No,4856,3271,90276,0.6937669708401273,726,Average,0.887816766043992,51-60,40K-60K,True,0.0387187941592086,81-100%,High,1
1066,48,Female,63188,Unemployed,South,Savings,4,14196,409,8830,2686,Mobile,12,Yes,5268,364,83119,0.7758044320479325,543,Average,0.3533985476630563,41-50,60K-80K,True,0.0288109326570865,21-40%,High,1
1068,19,Male,53236,Self-Employed,Central,Savings,4,41481,111,8693,726,Mobile,23,No,7623,4893,1334,0.3316261716721652,594,Poor,0.0400338255752771,18-30,40K-60K,False,0.002675923916974,0-20%,Low,1
1071,28,Female,68402,Unemployed,South,Savings,4,22673,18,7021,8451,Mobile,28,No,13837,4768,27063,0.3034664715144179,780,Good,0.9326112982940952,18-30,60K-80K,False,0.0007938958232258,81-100%,Low,1
1072,21,Male,114467,Unemployed,East,Checking,3,42638,35,9823,9415,Mobile,27,No,8221,1143,21870,0.1972948086227833,441,Poor,0.1090887902300912,18-30,100K-150K,False,0.0008208640180121,0-20%,Very Low,1
1073,32,Female,52076,Professional,North,Checking,3,20841,183,4222,9559,Mobile,16,No,16837,3471,23382,0.1569286889906678,522,Average,0.0691302507088318,31-40,40K-60K,False,0.0087807686771268,0-20%,Very Low,1
1074,23,Female,100337,Retired,South,Savings,3,36512,450,5200,8627,Online,8,No,19354,2851,62158,0.9867135115674844,720,Good,0.2225598414535921,18-30,100K-150K,True,0.0123247151621384,21-40%,Very High,1
1076,47,Male,95164,Retired,Central,Checking,3,19032,435,5414,7773,Branch,5,Yes,19672,3990,14757,0.6881501956249211,649,Average,0.5381503097219725,41-50,80K-100K,False,0.0228562421185372,41-60%,High,1
1077,55,Male,94264,Self-Employed,Central,Savings,3,35447,98,5658,1503,Mobile,15,Yes,3068,4966,6280,0.470581217368972,325,Average,0.5943400362688259,51-60,80K-100K,False,0.0027646909470477,41-60%,Medium,1
1078,68,Female,37335,Retired,Central,Checking,4,33061,86,8142,599,Mobile,15,No,2347,4167,91692,0.8481286371137063,701,Average,0.4398175585008897,61-70,20K-40K,True,0.002601252230725,41-60%,Very High,1
1084,68,Male,60658,Professional,East,Savings,3,47534,477,7718,9223,Mobile,1,No,644,63,9609,0.1278552973983515,767,Average,0.9656972594727568,61-70,60K-80K,False,0.0100349223713552,81-100%,Very Low,1
1085,62,Male,79184,Unemployed,West,Savings,4,18237,290,9051,2724,Online,9,Yes,6794,4761,33201,0.9043142192087906,646,Poor,0.8702863510195907,61-70,60K-80K,False,0.0159017382244886,81-100%,Very High,1
1088,23,Male,78194,Unemployed,West,Checking,3,20790,463,8726,9438,Branch,16,Yes,14353,304,18236,0.760148074151665,702,Average,0.0890722029551711,18-30,60K-80K,False,0.0222703222703222,0-20%,High,1
1092,37,Female,73072,Professional,North,Savings,4,10776,404,6512,6317,Branch,7,Yes,14242,543,39382,0.2605123662507222,633,Poor,0.6986242215075674,31-40,60K-80K,False,0.0374907201187824,61-80%,Low,1
1093,50,Male,65588,Unemployed,East,Checking,4,38679,490,7901,7118,Online,22,Yes,7243,1454,80268,0.8876043677122174,540,Poor,0.4301332633017022,41-50,60K-80K,True,0.0126683730189508,41-60%,Very High,1
1097,64,Female,88582,Self-Employed,East,Savings,3,37975,206,2399,4401,Online,1,Yes,4318,3612,50869,0.1015380517794164,712,Poor,0.2574301699862943,61-70,80K-100K,False,0.0054246214614878,21-40%,Very Low,1
1099,43,Male,64518,Retired,South,Checking,3,28754,463,991,1926,Branch,26,Yes,7945,3960,22825,0.3845153373952058,560,Average,0.6907177520185267,41-50,60K-80K,False,0.0161021075328649,61-80%,Low,1
1100,31,Male,32703,Self-Employed,Central,Checking,3,9217,19,4110,7296,Branch,20,No,9466,886,95831,0.6196000741961333,368,Good,0.4720029707102456,31-40,20K-40K,True,0.0020614082673321,41-60%,High,1
1102,54,Female,75491,Student,East,Savings,4,42581,411,1325,8559,Online,11,No,11651,1828,93775,0.1529932126168649,514,Poor,0.483998195362973,51-60,60K-80K,True,0.0096521922923369,41-60%,Very Low,1
1104,53,Female,123212,Student,Central,Checking,3,29061,155,5009,8017,Branch,27,No,4078,3971,16209,0.6515408635216805,583,Average,0.3044542822505315,51-60,100K-150K,False,0.0053336086163586,21-40%,High,1
1105,30,Male,145727,Retired,East,Savings,4,9908,118,6616,8424,Mobile,10,No,7823,2520,55349,0.065412250385165,687,Poor,0.0325628557786944,18-30,100K-150K,True,0.0119095680258377,0-20%,Very Low,1
1106,60,Male,128931,Retired,Central,Checking,4,8667,459,8467,8307,Mobile,14,No,9545,4887,74369,0.5402969524395324,646,Average,0.6701899159193098,51-60,100K-150K,True,0.0529595015576324,61-80%,Medium,1
1108,50,Male,30176,Retired,North,Savings,4,40493,18,964,4405,Branch,28,Yes,16957,845,98869,0.897912336926896,450,Poor,0.2584273689230079,41-50,20K-40K,True,0.0004445212752821,21-40%,Very High,1
1109,23,Male,23936,Professional,North,Checking,4,21117,461,9978,4051,Online,29,No,17361,3442,42277,0.7478394869617156,849,Good,0.977185861705864,18-30,20K-40K,False,0.0218307524743097,81-100%,High,1
1112,22,Male,108768,Unemployed,South,Savings,4,2845,458,2468,6415,Mobile,10,Yes,18794,3988,45694,0.4030590087471505,684,Good,0.1298443905968125,18-30,100K-150K,False,0.1609841827768014,0-20%,Medium,1
1116,19,Female,64158,Retired,North,Checking,4,36526,384,6991,6779,Branch,12,Yes,3654,800,81553,0.054446383003929,306,Poor,0.5820260895462664,18-30,60K-80K,True,0.0105130591907134,41-60%,Very Low,1
1117,30,Male,28366,Unemployed,Central,Checking,3,17914,65,3043,3870,Mobile,25,No,1640,3974,19111,0.224022092543098,356,Good,0.1098983718399128,18-30,20K-40K,False,0.0036284470246734,0-20%,Low,1
1118,57,Male,105125,Unemployed,South,Savings,3,16162,22,4599,581,Mobile,4,Yes,11506,2738,58182,0.9715987329301984,312,Poor,0.3796288717915839,51-60,100K-150K,True,0.0013612176710803,21-40%,Very High,1
1119,19,Male,74337,Self-Employed,Central,Checking,4,25325,432,446,7914,Online,1,Yes,11780,3476,4450,0.7904011817388016,389,Average,0.2385302945471725,18-30,60K-80K,False,0.0170582428430404,21-40%,High,1
1120,37,Female,144296,Professional,East,Checking,4,20262,234,6919,3583,Mobile,14,No,8255,4197,17784,0.2784303225598363,451,Poor,0.5332220226197796,31-40,100K-150K,False,0.0115487118744447,41-60%,Low,1
1123,26,Male,82197,Retired,Central,Checking,3,49478,150,2506,3101,Online,22,Yes,17074,2855,76520,0.6668043842582712,742,Average,0.448866582861974,18-30,80K-100K,True,0.0030316504304943,41-60%,High,1
1124,34,Male,92042,Self-Employed,South,Savings,4,43249,61,9372,6019,Online,10,Yes,17208,3360,57335,0.1992759528302345,400,Good,0.3765665530436207,31-40,80K-100K,True,0.001410437235543,21-40%,Very Low,1
1126,28,Female,48842,Retired,North,Savings,3,6068,275,7185,3269,Branch,28,Yes,4222,4409,37418,0.6319243119109463,714,Poor,0.398484671133108,18-30,40K-60K,False,0.0453197099538562,21-40%,High,1
1127,32,Male,37458,Self-Employed,Central,Savings,3,47736,205,1210,4795,Mobile,26,Yes,17170,738,27010,0.7336193370576022,727,Poor,0.9608801664734978,31-40,20K-40K,False,0.0042944528238645,81-100%,High,1
1129,55,Male,85382,Unemployed,North,Savings,4,24478,318,9222,4177,Mobile,12,No,2840,2387,89420,0.7934520666500363,531,Average,0.5547507094266706,51-60,80K-100K,True,0.0129912574556744,41-60%,High,1
1133,66,Male,139952,Self-Employed,East,Savings,3,26461,431,4503,9427,Branch,3,No,4240,980,38633,0.7364403681260318,797,Good,0.3073284205308094,61-70,100K-150K,False,0.0162881221420203,21-40%,High,1
1136,67,Female,64942,Unemployed,Central,Checking,4,4014,377,4886,2908,Branch,6,Yes,3681,3839,49742,0.7005058137191358,480,Average,0.0843749304898492,61-70,60K-80K,False,0.0939212755356253,0-20%,High,1
1137,31,Female,108571,Unemployed,Central,Savings,3,37942,75,7554,3829,Mobile,17,Yes,8255,2037,98876,0.0606352656284139,377,Good,0.3972040339278817,31-40,100K-150K,True,0.0019767012809024,21-40%,Very Low,1
1138,28,Male,36208,Unemployed,Central,Checking,3,25884,256,6899,1102,Branch,28,No,6454,2453,24845,0.872973573909777,573,Good,0.2542930806444416,18-30,20K-40K,False,0.009890279709473,21-40%,Very High,1
1140,51,Female,99172,Retired,Central,Savings,3,20321,235,5514,5208,Branch,16,No,9767,2868,20979,0.8142175487620653,492,Good,0.2777843962354658,51-60,80K-100K,False,0.0115643915161655,21-40%,Very High,1
1141,29,Male,29039,Self-Employed,Central,Checking,3,15017,16,8942,9255,Branch,23,Yes,6494,3297,3204,0.3227425965224587,716,Good,0.4643006230752446,18-30,20K-40K,False,0.0010654591463008,41-60%,Low,1
1142,52,Female,34990,Self-Employed,Central,Savings,4,43673,127,8020,2169,Branch,5,Yes,13910,4524,52320,0.7340210896974122,796,Average,0.5149558512613636,51-60,20K-40K,True,0.0029079751791724,41-60%,High,1
1143,52,Male,26441,Retired,East,Savings,3,13063,267,8022,2670,Mobile,18,No,1021,3302,62084,0.9193372935272348,587,Average,0.2999132641143135,51-60,20K-40K,True,0.0204394090178366,21-40%,Very High,1
1144,18,Female,94221,Unemployed,West,Savings,4,49582,73,7741,5855,Online,4,No,8618,3513,16967,0.6912895041879562,401,Good,0.7512519996575286,,80K-100K,False,0.001472308499052,61-80%,High,1
1146,39,Female,149327,Professional,West,Checking,3,5565,363,4201,4650,Mobile,15,Yes,13501,3694,38102,0.6999193349766241,687,Average,0.1628105211712741,31-40,100K-150K,False,0.0652291105121293,0-20%,High,1
1148,25,Male,65959,Retired,South,Savings,4,44572,475,9438,6728,Branch,14,No,13425,2636,1217,0.924398088026174,697,Good,0.102162418214741,18-30,60K-80K,False,0.0106569146549403,0-20%,Very High,1
1149,28,Male,46862,Self-Employed,South,Checking,3,14225,377,4952,709,Mobile,22,No,18454,2039,29444,0.2563181275786849,532,Average,0.2879863453939119,18-30,40K-60K,False,0.0265026362038664,21-40%,Low,1
1152,31,Female,62500,Retired,West,Savings,3,28627,285,5038,5586,Mobile,14,Yes,14814,2277,45898,0.3183278387701053,409,Poor,0.2576026044993107,31-40,60K-80K,False,0.0099556362874209,21-40%,Low,1
1153,47,Female,143763,Unemployed,West,Savings,4,46629,326,3896,8216,Branch,21,No,1006,179,64997,0.5097637299793293,603,Poor,0.526341683571813,41-50,100K-150K,True,0.0069913573098286,41-60%,Medium,1
1156,54,Female,108789,Professional,East,Checking,4,19499,166,2031,8141,Online,4,No,6933,3129,78295,0.3362263558930933,742,Average,0.9548129518789426,51-60,100K-150K,True,0.0085132570901071,81-100%,Low,1
1157,22,Female,109451,Student,Central,Checking,4,42184,434,7126,8459,Branch,23,No,6788,1061,93375,0.8869474927612022,556,Good,0.7158594337524631,18-30,100K-150K,True,0.0102882609520197,61-80%,Very High,1
1158,36,Female,137782,Unemployed,North,Savings,3,1846,435,6987,2326,Mobile,17,Yes,11688,961,52677,0.106937365394088,347,Average,0.6618959923279356,31-40,100K-150K,True,0.2356446370530877,61-80%,Very Low,1
